Name,Genre,Year,Score,Director,Actor,Country,Duration,Link,ImageLink,Description
Maccheroni,Comedy,1985,6.4,Ettore Scola,Jack Lemmon,Italy,104,https://www.imdb.com/title/tt0089529/,https://imdb-api.com/images/original/MV5BZjA3ODQwNTEtNWE2ZS00ZWQ3LWE0ZmItMzg3MDYwNDM4NWYxXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_Ratio0.6751_AL_.jpg,"Robert Traven, a dyspeptic, edgy, American businessman, arrives in Naples and is received by a friendly but officious local company representative. Exhausted by the pressures and inconveniences of a long flight, he is looking forward to rest and relaxation in his hotel room when he is visited by buoyant and upbeat Antonio Jassiello, a clerk in a bank record room, who is surprised when his old friend from the War does not recognize him. The annoyed and exhausted Traven feels he's being scammed, and the two part on bad terms. Jassiello does leave a photo of Traven and his sister taken 40 years earlier, and the time and the setting seen to stir the American's memory, so he seeks out Antonio to apologize. Jassiello brings him back home to renew acquaintances with his family including his now middle-aged married sister, whose hospitable husband is friendly and not the least bit jealous, and Traven soon discovers why he has not faded from their memories as they have from his. Antonio has been long forging letters from Bob, claiming all manner of heroics as he globe-trots around the world. Jassiello and his family's warmth and genuine affection for him causes Traven to prioritize the family's needs over his and his company's best interests."
One Woman or Two,Comedy,1985,5.1,Daniel Vigne,Gerard Depardieu,France,97,https://www.imdb.com/title/tt0090235/,https://imdb-api.com/images/original/MV5BZGUyZDUyODktNmNkOS00ZGYyLWE5ZjEtMTc3NjkwOWVjY2JmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_Ratio0.6751_AL_.jpg,"An ad executive impersonates an archaeology professor to avoid a situation with an obsessed former lover. She enlists the help of a hapless archaeologist who is at the airport to pick the real archaeology professor. What follows is a series of conflicting and comical situations involving the switcheroo."""""
Wuthering Heights,Drama,1985,6.5,Jacques Rivette,Fabienne Babe,France,130,https://www.imdb.com/title/tt0032145/,https://imdb-api.com/images/original/MV5BMDAxZDkzNTktYzQyMi00YmRlLWFmYWQtY2Q4ZTQyMGFlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_Ratio0.6751_AL_.jpg,"The story of unfortunate lovers Cathy (Merle Oberon) and Heathcliff (Sir Laurence Olivier) who, despite a deep affection for one another, are forced by circumstance and prejudice to live their lives apart. Heathcliff and Cathy first meet as children when her father, Mr. Earnshaw (Cecil Kellaway) brings the abandoned boy to live with them. When the old man dies several years later, Cathy's brother, Hindley (Hugh Williams), now the master of the estate, turns Heathcliff out, forcing him to live with the servants and working as a stable boy. The barrier of class comes between them, and she eventually marries a rich neighbor, Edgar Linton (David Niven), at which point, Heathcliff disappears. He returns several years later, now a rich man, but little can be done."
Lune de miel,Thriller,1985,4.6,Patrick Jamain,Nathalie Baye,France,98,https://www.imdb.com/title/tt0089522/,https://imdb-api.com/images/original/MV5BMWJhMGJjODktNWI1NS00YzY1LWIyMjMtMDI3ZTNjMjM0ODgxXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_Ratio0.6751_AL_.jpg,"A Frenchwoman in Manhattan, in danger of being deported because of her relationship with a recently arrested drug offender, enters into a marriage of convenience with a stranger that is arranged through an agency. But even though the two are not supposed to even meet, her new husband starts taking his faux wedding vows entirely too seriously."
Tea in the Harem,Drama,1985,6.9,Mehdi Charef,Kader Boukhanef,France,110,https://www.imdb.com/title/tt0090171/,https://imdb-api.com/images/original/MV5BNTQzMDMyNTkwMF5BMl5BanBnXkFtZTcwOTM5MTgxMQ@@._V1_Ratio0.6751_AL_.jpg,In a depressing concrete Parisian suburb in the seventies two friends are keeping boredom at bay with loitering and petty crime.
Sincerely Charlotte,Drama,1985,5.6,Caroline Huppert,Isabelle Huppert,France,88,https://www.imdb.com/title/tt0091956/,https://imdb-api.com/images/original/MV5BNTVmNTcwNDctYTk4Ny00OGNkLWFkYWItY2IzZjYyNjE0NjFlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_Ratio0.6751_AL_.jpg,"The flighty Charlotte is angry with her lover Bernard. She goes to his flat and soon leaves, distraught, turning up at the studio of Mathieu, her one-time lover. He's now with Christine, whom he intends to marry, and her son Freddy. Charlotte tells Mathieu that Bernard is dead, mysteriously, and she doesn't want the police questioning her. He decides to help her, hiding her until he can get some money. Then he resolves to get her to Spain himself. Christine resigns herself. In flight, Charlotte and Mathieu's love affair rekindles, Charlotte calls Christine for more money, and, near the Spanish border, the three (plus Freddy) meet again."
Top Gun,Action,1986,6.9,Tony Scott,Tom Cruise,United States,110,https://www.imdb.com/title/tt0092099/,https://imdb-api.com/images/original/MV5BYTgzYTg5NTMtMjFmMy00MWIxLWEwYTQtN2UyMzY3NDIzOTRjL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_Ratio0.6751_AL_.jpg,"Code-named Maverick"""
"The Cook, the Thief, His Wife & Her Lover",Crime,1989,7.6,Peter Greenaway,Richard Bohringer,Netherlands,124,https://www.imdb.com/title/tt0097108/,https://imdb-api.com/images/original/MV5BZTlmM2U5YmQtMTcxYy00MzgyLTkyMDItZjY5Yjc3OTJkMTAzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6751_AL_.jpg,"The wife of a barbaric crime boss engages in a secretive romance with a gentle bookseller between meals at her husband's restaurant. Food, colour coding, sex, murder, torture, and cannibalism are the exotic fare in this beautifully filmed, but brutally uncompromising modern fable."
My Left Foot,Biography,1989,7.9,Jim Sheridan,Daniel Day-Lewis,Ireland,103,https://www.imdb.com/title/tt0097937/,https://imdb-api.com/images/original/MV5BYjdkNzA4MzYtZThhOS00ZDgzLTlmMDItNmY1ZjI5YjkzZTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6751_AL_.jpg,"Christy Brown is born with cerebral palsy to a large, poor Irish family. His mother, Mrs. Brown, recognizes the intelligence and humanity in the lad everyone else regards as a vegetable. Eventually, Christy matures into a cantankerous artist who uses his dexterous left foot to write and paint."
Tie Me Up! Tie Me Down!,Comedy,1989,7,Pedro Almodovar,Victoria Abril,Spain,101,https://www.imdb.com/title/tt0101026/,https://imdb-api.com/images/original/MV5BMjExMDM0OTItY2E1YS00N2Y4LWFlNGMtOTgyNmFlMjIyOTgxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_Ratio0.6751_AL_.jpg,"Ricky is released from a mental hospital, and knows exactly what he wants to do. He hunts down Marina, a porn film star he once had sex with, and tries to convince her to be his wife. She is a bit reluctant, so he ties her up. Will this approach endear him to her?"
All Dogs Go to Heaven,Animation,1989,6.8,Don Bluth,Dom DeLuise,Ireland,84,https://www.imdb.com/title/tt0096787/,https://imdb-api.com/images/original/MV5BMTI4ZWRmNTAtOWIyZC00Njk0LWIzZGItYjE0NDVlM2Q4ZWJjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_Ratio0.6751_AL_.jpg,"Charlie B. Barkin (Burt Reynolds), a rascally German Shepherd with a shady past, breaks out of the New Orleans Dog Pound with the help of his faithful friend Itchy (Dom De Luise), a nervously hyperactive dachshund. He then makes tracks to reunite with his gambling casino partner Carface Malone (Vic Tayback), a shifty pitbull who has planned a dastardly, and potentially deadly, double cross. Suddenly, Charlie finds himself at the Pearly Gates, face to face with the Heavenly Whippet (Melba Moore). Charlie weasels his way back to earth and reunites with Itchy. He plots his revenge against Carface and, along the way, acquires help from a little girl named Anne-Marie (who can talk to animals). After a series of fiendish schemes, close scrapes and unexpected adventures, both Charlie and Anne Marie find their lives at stake. Only one can be saved and the outcome is in Charlie's paws..."
Dead Calm,Horror,1989,6.8,Phillip Noyce,Nicole Kidman,Australia,96,https://www.imdb.com/title/tt0097162/,https://imdb-api.com/images/original/MV5BZTYxYTE5NDMtYjRjYS00ZjE2LTg1YTktMTFjNjEwMTZlNjNjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_Ratio0.6751_AL_.jpg,"An Australian couple take a sailing trip in the Pacific to forget about a terrible accident. While on the open sea, in dead calm, they come across a ship with one survivor who is not at all what he seems."
Sea of Love,Crime,1989,6.8,Harold Becker,Al Pacino,United States,113,https://www.imdb.com/title/tt0098273/,https://imdb-api.com/images/original/MV5BYjk5MTY0NTYtZTgzMi00NjVlLTk5ZWUtZWNmODUyYTkyNTQ0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_Ratio0.6751_AL_.jpg,"Frank Keller is a New York detective investigating a case of a serial killer who finds the victims through the lonely hearts column in newspapers. Keller falls in love with Helen, the main suspect in the case."
Lord of the Flies,Adventure,1990,6.4,Harry Hook,Balthazar Getty,United States,90,https://www.imdb.com/title/tt0100054/,https://imdb-api.com/images/original/MV5BMDczN2I3NzItNjdlMS00YmNhLTkyODQtZGI1YWQ0NmViMTgwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_Ratio0.6751_AL_.jpg,"After a plane crash in the ocean, a group of military students reach an island. Ralph organizes the boys, assigning responsibilities for each one. When the rebel Jack Merridew neglects the fire camp and they lose the chance to be seen by a helicopter, the group split under the leadership of Jack. While Ralph rationalizes the procedures, Jack returns to the primitivism, using the fear for the unknown (in a metaphor to the religion) to control the other boys, and hunting and chasing pigs, stealing the possession of Ralph's group and even killing people."
Nikita,Action,1990,7.3,Luc Besson,Anne Parillaud,France,117,https://www.imdb.com/title/tt0100263/,https://imdb-api.com/images/original/MV5BMTEyNjc4MTgtN2YxMS00ZGM5LTk2NjEtOGRhNDY5OWM5ZTQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6751_AL_.jpg,"An urgent life-or-death dilemma befalls Nikita--the feral street girl and violent drug addict--after killing a police officer at point blank. Hopeless, Nikita is given a new lease of life, when she reluctantly exchanges her doomed fate for a secret government program that promises to mould her into a cold-blooded assassin under the wing of her sadistic mentor, Bob. Now--with a new set of skills, a new identity, and lethally sophisticated looks--Nikita is the ultimate weapon and the perfect puppet for doing the government's dirty work; however, what happens if this trained killer chooses love over death?"
Internal Affairs,Crime,1990,6.5,Mike Figgis,Richard Gere,United States,115,https://www.imdb.com/title/tt0099850/,https://imdb-api.com/images/original/MV5BODQwM2U3NDEtYTFkNy00MGNkLWFiMjQtYWYxMWJkNjg4MGQzXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_Ratio0.6751_AL_.jpg,"Keen young Raymond Avila joins the Internal Affairs Department of the Los Angeles police. He and partner Amy Wallace are soon looking closely at the activities of cop Dennis Peck whose financial holdings start to suggest something shady. Indeed Peck is involved in any number of dubious or downright criminal activities. He is also devious, a womaniser, and a clever manipulator, and he starts to turn his attention on Avila."
Postcards from the Edge,Comedy,1990,6.7,Mike Nichols,Meryl Streep,United States,101,https://www.imdb.com/title/tt0100395/,https://imdb-api.com/images/original/MV5BMjE0ODAzOTU4MV5BMl5BanBnXkFtZTgwMDY5Mzk4NjE@._V1_Ratio0.6751_AL_.jpg,"Substance-addicted Hollywood actress Suzanne Vale is on the skids. After a spell at a detox center her film company insists, as a condition of continuing to employ her, that she live with her mother, Doris Mann, who was once a star and now a champion drinker. Such a set-up is bad news for her as she has struggled for years to get out of Doris' shadow, who still treats her like a child. Despite these problems and further ones involving the men in in her life, she can begin to see the funny side of her situation, and it also starts to occur to her that not only do daughters have mothers, mothers do too."
State of Grace,Action,1990,7.2,Phil Joanou,Sean Penn,United Kingdom,134,https://www.imdb.com/title/tt0100685/,https://imdb-api.com/images/original/MV5BNTQ3Yjk5MmUtYmZmMi00NzkwLWI2MmUtNjJhZWJhMzBhNTllXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_Ratio0.6751_AL_.jpg,"Terry Noonan returns home to New York's Hells Kitchen after a ten year absence. He soon hooks up with childhood pal Jackie who is involved in the Irish mob run by his brother Frankie. Terry also rekindles an old flame with Jackie's sister Kathleen. Soon, however, Terry is torn between his loyalty to his friends and his loyalties to others."
Reservoir Dogs,Crime,1992,8.3,Quentin Tarantino,Harvey Keitel,United States,99,https://www.imdb.com/title/tt0105236/,https://imdb-api.com/images/original/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6751_AL_.jpg,"Six thugs, who are strangers to each other, are hired by a crime boss, Joe Cabot, to carry out a diamond robbery. Right at the outset, they are given false names with the intention that they won't get too close and will concentrate on the job instead. They are completely sure that the robbery is going to be a success. But, when the police show up right at the time and the site of the robbery, panic spreads amongst the group members, and two of them are killed in the subsequent shootout, along with a few policemen and civilians. When the remaining people assemble at the premeditated rendezvous point (a warehouse), they begin to suspect that one of them is an undercover cop."
